,loan_status,annual_inc,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_acc
604995,Current,41000.0,10.19,0.0,715.0,719.0,0.0,,5.0,10452.0,54.4,6.0
412114,Fully Paid,50000.0,35.57,0.0,680.0,684.0,1.0,,31.0,38731.0,78.4,40.0
431639,Current,68000.0,55.63,0.0,735.0,739.0,0.0,49.0,10.0,4605.0,10.8,22.0
248788,Fully Paid,66699.84,9.07,0.0,705.0,709.0,0.0,,15.0,19300.0,65.0,20.0
358872,Charged Off,45000.0,20.08,0.0,695.0,699.0,0.0,,4.0,16870.0,85.6,6.0
886805,Current,95000.0,0.68,0.0,660.0,664.0,0.0,28.0,6.0,714.0,14.0,11.0
388838,Charged Off,65000.0,23.15,0.0,695.0,699.0,1.0,34.0,12.0,13296.0,53.4,24.0
23605,Charged Off,275000.0,5.25,1.0,675.0,679.0,0.0,9.0,6.0,6029.0,54.3,21.0
277042,Fully Paid,61000.0,22.68,0.0,810.0,814.0,1.0,,41.0,4143.0,2.6,81.0
695742,Current,62500.0,32.75,3.0,675.0,679.0,0.0,14.0,21.0,12971.0,44.0,47.0
508607,Fully Paid,30000.0,20.72,0.0,700.0,704.0,0.0,,20.0,2302.0,21.9,35.0
359637,Current,55000.0,31.62,0.0,665.0,669.0,0.0,36.0,9.0,19516.0,91.6,27.0
209214,Fully Paid,100000.0,11.34,0.0,690.0,694.0,1.0,,14.0,6511.0,26.0,43.0
532876,Charged Off,67000.0,53.9,0.0,745.0,749.0,1.0,27.0,20.0,67019.0,60.2,40.0
652801,Charged Off,77500.0,7.99,0.0,695.0,699.0,1.0,40.0,6.0,810.0,18.8,15.0
380873,Fully Paid,15205.0,16.18,0.0,710.0,714.0,0.0,,9.0,5800.0,43.9,15.0
419568,Fully Paid,42000.0,24.74,0.0,715.0,719.0,0.0,,8.0,5484.0,46.9,13.0
107097,Fully Paid,50000.0,6.46,0.0,695.0,699.0,1.0,,5.0,10447.0,93.3,8.0
91422,Fully Paid,50000.0,2.14,0.0,670.0,674.0,1.0,,4.0,2978.0,66.2,7.0
322915,Fully Paid,65000.0,7.75,0.0,675.0,679.0,0.0,,10.0,5052.0,72.2,18.0
571190,Current,28000.0,26.19,0.0,700.0,704.0,0.0,,9.0,3981.0,53.8,11.0
657368,Fully Paid,85000.0,21.04,0.0,675.0,679.0,0.0,,7.0,15265.0,54.5,23.0
533010,Charged Off,85000.0,21.64,0.0,690.0,694.0,1.0,43.0,8.0,26119.0,88.8,24.0
765807,Current,40800.0,23.32,0.0,670.0,674.0,0.0,,14.0,8311.0,34.2,41.0
1011332,Charged Off,42000.0,9.77,2.0,685.0,689.0,3.0,4.0,7.0,7923.0,23.7,24.0
612231,Current,100000.0,23.8,1.0,665.0,669.0,0.0,8.0,19.0,35502.0,78.0,37.0
372703,Current,128000.0,31.56,0.0,665.0,669.0,0.0,76.0,19.0,37881.0,70.7,40.0
942420,Current,84000.0,25.58,1.0,705.0,709.0,0.0,21.0,12.0,10447.0,36.3,40.0
788834,Current,40000.0,32.85,0.0,670.0,674.0,0.0,95.0,17.0,20022.0,55.3,35.0
169602,Current,100000.0,15.52,0.0,710.0,714.0,2.0,,21.0,14909.0,42.4,26.0
815264,Fully Paid,60000.0,7.8,0.0,785.0,789.0,0.0,,16.0,8790.0,9.0,47.0
129822,Fully Paid,35000.0,6.69,0.0,685.0,689.0,1.0,,6.0,8788.0,25.9,7.0
838283,Current,55000.0,14.58,0.0,665.0,669.0,1.0,76.0,3.0,761.0,7.2,11.0
923994,Fully Paid,115000.0,12.99,0.0,710.0,714.0,0.0,,7.0,11844.0,49.6,19.0
152839,Charged Off,45000.0,24.16,0.0,755.0,759.0,0.0,,14.0,9486.0,12.2,34.0
96238,Current,99000.0,8.65,0.0,735.0,739.0,0.0,32.0,9.0,27602.0,57.1,36.0
724266,Charged Off,50000.0,17.01,1.0,670.0,674.0,2.0,4.0,17.0,19615.0,35.2,35.0
980950,Current,96500.0,15.32,2.0,690.0,694.0,0.0,17.0,8.0,5578.0,23.8,20.0
882806,Fully Paid,37000.0,16.15,0.0,685.0,689.0,0.0,,7.0,4237.0,55.8,11.0
1027760,Fully Paid,141810.0,5.4,1.0,670.0,674.0,0.0,6.0,25.0,27967.0,28.3,33.0
851179,Current,115000.0,9.36,1.0,695.0,699.0,1.0,23.0,5.0,2973.0,49.5,12.0
639327,Current,38000.0,40.18,0.0,690.0,694.0,1.0,,10.0,5066.0,76.8,24.0
33680,Fully Paid,85463.0,10.87,0.0,830.0,834.0,0.0,,12.0,26161.0,3.4,21.0
912443,Fully Paid,42000.0,7.89,0.0,690.0,694.0,0.0,,7.0,10055.0,61.3,12.0
153750,Fully Paid,90000.0,7.63,0.0,720.0,724.0,0.0,42.0,9.0,6234.0,37.1,17.0
1048106,Fully Paid,72000.0,18.68,0.0,700.0,704.0,0.0,28.0,10.0,22771.0,43.0,30.0
781977,Current,65000.0,7.18,0.0,660.0,664.0,1.0,45.0,5.0,3700.0,75.5,10.0
259416,Fully Paid,61000.0,23.47,2.0,675.0,679.0,1.0,3.0,15.0,20744.0,42.9,22.0
579832,Current,31000.0,25.31,0.0,695.0,699.0,0.0,,12.0,24771.0,73.1,15.0
914535,Fully Paid,65000.0,23.82,1.0,680.0,684.0,5.0,23.0,20.0,11302.0,35.0,42.0
600791,Fully Paid,53900.0,47.56,0.0,700.0,704.0,0.0,,12.0,22290.0,71.0,41.0
156164,Charged Off,62000.0,32.77,1.0,725.0,729.0,0.0,5.0,21.0,19167.0,24.3,28.0
196472,Charged Off,44225.0,36.85,0.0,670.0,674.0,0.0,42.0,10.0,4074.0,24.5,27.0
221217,Charged Off,86000.0,31.98,0.0,660.0,664.0,0.0,70.0,32.0,44692.0,96.1,42.0
75283,Fully Paid,85000.0,19.96,0.0,685.0,689.0,0.0,,19.0,37943.0,64.6,31.0
108959,Fully Paid,67464.0,27.48,1.0,665.0,669.0,0.0,19.0,20.0,26522.0,48.5,28.0
249046,Fully Paid,62000.0,22.57,0.0,700.0,704.0,0.0,,13.0,16520.0,65.8,25.0
957283,Charged Off,40000.0,14.22,0.0,680.0,684.0,2.0,,22.0,7605.0,10.4,24.0
55624,Fully Paid,210000.0,6.21,2.0,660.0,664.0,2.0,9.0,4.0,11583.0,101.6,22.0
338584,Fully Paid,28000.0,21.22,0.0,675.0,679.0,0.0,53.0,9.0,16668.0,75.8,28.0
814216,Current,300000.0,10.74,0.0,715.0,719.0,2.0,27.0,13.0,28999.0,20.3,44.0
365550,Fully Paid,81894.0,23.73,0.0,690.0,694.0,2.0,25.0,22.0,6554.0,33.8,32.0
405178,Fully Paid,90000.0,10.63,2.0,675.0,679.0,0.0,10.0,9.0,5261.0,51.1,24.0
389751,Fully Paid,45000.0,30.32,0.0,670.0,674.0,1.0,28.0,11.0,7310.0,66.5,21.0
232135,Fully Paid,40000.0,17.1,0.0,660.0,664.0,0.0,37.0,15.0,930.0,48.9,38.0
325921,Charged Off,115000.0,18.0,0.0,660.0,664.0,0.0,,14.0,14608.0,85.4,28.0
688220,Charged Off,120000.0,11.15,0.0,670.0,674.0,0.0,56.0,13.0,12497.0,53.6,15.0
740023,Charged Off,42000.0,23.34,1.0,670.0,674.0,2.0,2.0,21.0,6792.0,49.2,32.0
576341,Current,107993.0,8.62,1.0,720.0,724.0,0.0,6.0,10.0,3380.0,96.6,18.0
163815,Fully Paid,35000.0,33.78,0.0,680.0,684.0,0.0,45.0,7.0,8255.0,63.5,14.0
1035885,Fully Paid,150000.0,24.78,0.0,675.0,679.0,0.0,,7.0,2145.0,31.5,19.0
833335,Current,64000.0,18.19,0.0,765.0,769.0,0.0,,11.0,3313.0,8.4,22.0
915435,Fully Paid,103840.0,24.61,0.0,705.0,709.0,0.0,,13.0,20682.0,53.6,21.0
380937,Fully Paid,30000.0,15.24,0.0,680.0,684.0,1.0,,4.0,2485.0,88.7,4.0
87411,Fully Paid,110000.0,20.91,2.0,680.0,684.0,0.0,12.0,10.0,10455.0,51.2,18.0
266577,Fully Paid,60000.0,27.04,0.0,665.0,669.0,1.0,32.0,15.0,20878.0,56.1,29.0
705197,Fully Paid,68000.0,24.3,0.0,705.0,709.0,1.0,44.0,17.0,29172.0,58.7,45.0
533423,Current,110000.0,9.89,0.0,705.0,709.0,0.0,,14.0,18084.0,46.4,25.0
326234,Fully Paid,33795.0,23.47,0.0,685.0,689.0,0.0,,8.0,11946.0,72.4,11.0
449912,Current,65000.0,7.05,1.0,670.0,674.0,0.0,15.0,12.0,9105.0,34.4,36.0
1039397,Current,69935.52,19.74,0.0,680.0,684.0,0.0,57.0,10.0,13145.0,72.6,14.0
770988,Current,36000.0,11.2,0.0,670.0,674.0,0.0,,11.0,7316.0,33.4,13.0
253622,Charged Off,150000.0,28.21,1.0,700.0,704.0,1.0,18.0,29.0,38525.0,44.8,53.0
234295,Charged Off,58630.0,19.18,1.0,685.0,689.0,2.0,17.0,10.0,17691.0,86.3,46.0
947205,Current,115000.0,5.22,0.0,745.0,749.0,1.0,73.0,15.0,7900.0,9.9,25.0
971218,Current,37000.0,14.23,0.0,690.0,694.0,0.0,50.0,9.0,7651.0,42.0,18.0
86154,Fully Paid,175000.0,4.5,0.0,815.0,819.0,0.0,,7.0,1196.0,2.0,18.0
884073,Fully Paid,78500.0,9.46,0.0,660.0,664.0,1.0,65.0,6.0,5477.0,73.0,14.0
1005655,Fully Paid,80000.0,9.24,0.0,725.0,729.0,0.0,74.0,24.0,4477.0,3.0,35.0
625112,Current,45000.0,4.13,0.0,685.0,689.0,0.0,,5.0,4050.0,67.5,7.0
689198,Fully Paid,58000.0,20.42,0.0,730.0,734.0,0.0,,16.0,8594.0,34.8,18.0
387229,Fully Paid,94000.0,13.79,0.0,705.0,709.0,2.0,,12.0,14726.0,64.0,38.0
363171,Late (16-30 days),37000.0,1.36,0.0,775.0,779.0,0.0,,5.0,27615.0,58.9,11.0
984661,Fully Paid,35000.0,13.55,0.0,710.0,714.0,4.0,,8.0,27861.0,54.7,18.0
853613,Current,34668.0,15.96,0.0,725.0,729.0,0.0,,5.0,7236.0,50.6,8.0
50056,Fully Paid,56000.0,23.94,3.0,670.0,674.0,1.0,10.0,13.0,13905.0,69.2,30.0
1047618,Fully Paid,95000.0,10.61,0.0,705.0,709.0,1.0,,7.0,9129.0,53.1,27.0
264814,Fully Paid,100000.0,12.81,0.0,685.0,689.0,0.0,24.0,11.0,3094.0,60.7,22.0
894602,Current,200000.0,19.06,2.0,710.0,714.0,0.0,5.0,14.0,53840.0,58.6,46.0
1009283,Fully Paid,110000.0,17.36,0.0,715.0,719.0,0.0,,8.0,20079.0,54.3,24.0
743450,Charged Off,89415.0,28.16,0.0,665.0,669.0,3.0,,22.0,15485.0,44.1,45.0
576467,Current,148000.0,12.76,3.0,665.0,669.0,2.0,12.0,13.0,11502.0,65.0,24.0
1046507,Current,56242.0,12.48,0.0,670.0,674.0,0.0,,10.0,8829.0,76.1,17.0
158954,Fully Paid,92000.0,12.78,0.0,715.0,719.0,0.0,,6.0,45486.0,92.6,19.0
940191,Charged Off,45000.0,19.64,0.0,660.0,664.0,1.0,,21.0,17095.0,32.0,23.0
376738,Fully Paid,425000.0,5.14,1.0,715.0,719.0,0.0,8.0,5.0,81709.0,69.0,12.0
576584,Current,150000.0,17.69,1.0,675.0,679.0,0.0,12.0,8.0,43383.0,66.7,27.0
1023179,Current,52500.0,8.0,0.0,725.0,729.0,0.0,,5.0,5203.0,47.3,6.0
107125,Fully Paid,51000.0,19.18,1.0,680.0,684.0,0.0,5.0,11.0,3554.0,31.5,16.0
571593,Current,16800.0,3.79,0.0,760.0,764.0,0.0,,5.0,1503.0,18.1,6.0
921067,Current,122500.0,11.34,0.0,740.0,744.0,1.0,,11.0,24311.0,26.5,19.0
295211,Charged Off,70000.0,10.1,0.0,685.0,689.0,1.0,,8.0,7995.0,41.2,14.0
918814,Fully Paid,60000.0,34.38,0.0,705.0,709.0,1.0,50.0,17.0,21963.0,49.2,26.0
125008,Fully Paid,30000.0,29.12,0.0,670.0,674.0,0.0,,12.0,5112.0,94.7,31.0
354172,Fully Paid,133000.0,26.08,2.0,695.0,699.0,0.0,4.0,9.0,91060.0,59.8,25.0
663192,Fully Paid,20000.0,6.06,0.0,725.0,729.0,0.0,,5.0,2112.0,32.5,5.0
379721,Fully Paid,105000.0,9.63,1.0,725.0,729.0,0.0,17.0,8.0,13797.0,43.8,18.0
1039969,Charged Off,48000.0,10.88,0.0,670.0,674.0,1.0,38.0,9.0,2654.0,13.4,13.0
388374,Fully Paid,52000.0,26.12,0.0,680.0,684.0,2.0,,14.0,27879.0,51.4,20.0
33253,Current,70000.0,26.83,0.0,695.0,699.0,0.0,,12.0,12263.0,52.6,28.0
162103,Fully Paid,130000.0,23.22,0.0,675.0,679.0,1.0,56.0,16.0,23770.0,76.7,25.0
317872,Fully Paid,48000.0,13.43,0.0,700.0,704.0,0.0,76.0,11.0,17408.0,56.7,20.0
866363,Current,55000.0,49.47,0.0,685.0,689.0,0.0,58.0,12.0,10766.0,59.8,22.0
424530,Charged Off,42161.0,24.37,0.0,665.0,669.0,0.0,73.0,8.0,7287.0,80.1,13.0
475058,Current,80000.0,20.34,0.0,725.0,729.0,0.0,,4.0,9635.0,74.1,13.0
795549,Current,71000.0,23.97,1.0,680.0,684.0,0.0,23.0,9.0,7004.0,94.6,20.0
348977,Fully Paid,114559.0,17.93,0.0,670.0,674.0,0.0,,20.0,45908.0,72.8,29.0
874688,Current,100000.0,12.16,0.0,725.0,729.0,2.0,52.0,20.0,7777.0,12.1,32.0
275584,Fully Paid,75000.0,13.05,1.0,665.0,669.0,0.0,10.0,11.0,12216.0,76.8,26.0
234132,Fully Paid,65000.0,22.69,0.0,660.0,664.0,0.0,,12.0,18553.0,57.3,22.0
308479,Fully Paid,20800.0,34.97,0.0,715.0,719.0,0.0,,5.0,2619.0,38.0,6.0
17236,Fully Paid,42000.0,19.89,1.0,705.0,709.0,0.0,13.0,7.0,3495.0,34.9,7.0
22708,Charged Off,55000.0,25.93,0.0,675.0,679.0,1.0,48.0,22.0,25586.0,67.2,35.0
389579,Current,86000.0,24.46,0.0,765.0,769.0,0.0,,18.0,11796.0,19.2,32.0
658886,Charged Off,90000.0,15.36,0.0,660.0,664.0,0.0,46.0,10.0,14054.0,67.6,14.0
87807,Fully Paid,95000.0,32.75,0.0,680.0,684.0,0.0,,14.0,27392.0,89.8,23.0
63498,Charged Off,86000.0,13.05,2.0,660.0,664.0,2.0,2.0,15.0,4958.0,30.2,20.0
662685,Current,60000.0,15.6,0.0,665.0,669.0,0.0,,6.0,14208.0,61.8,28.0
753867,Current,124000.0,13.23,0.0,670.0,674.0,0.0,,7.0,27648.0,73.7,11.0
894614,Current,42000.0,15.77,2.0,670.0,674.0,0.0,13.0,6.0,7590.0,35.3,11.0
737294,Fully Paid,54000.0,17.92,0.0,690.0,694.0,1.0,24.0,11.0,4797.0,45.7,18.0
1034958,Fully Paid,80000.0,10.8,0.0,760.0,764.0,0.0,,12.0,17807.0,32.0,22.0
386308,Fully Paid,60000.0,15.28,0.0,675.0,679.0,1.0,66.0,8.0,1308.0,12.3,26.0
71828,Fully Paid,45000.0,25.97,0.0,660.0,664.0,0.0,71.0,18.0,3961.0,11.6,26.0
599507,Current,65000.0,16.08,0.0,665.0,669.0,0.0,34.0,9.0,7744.0,74.5,18.0
813901,Current,91000.0,22.64,0.0,715.0,719.0,0.0,67.0,7.0,4912.0,68.2,31.0
965785,Fully Paid,25200.0,27.76,0.0,695.0,699.0,3.0,,11.0,11490.0,55.2,33.0
555213,Current,185000.0,27.2,0.0,690.0,694.0,1.0,,25.0,72795.0,78.9,39.0
102612,Fully Paid,125000.0,9.36,0.0,805.0,809.0,0.0,,8.0,4278.0,9.9,24.0
152233,Fully Paid,160000.0,14.67,0.0,695.0,699.0,0.0,24.0,22.0,37730.0,48.7,70.0
588227,Fully Paid,20000.0,6.18,1.0,665.0,669.0,0.0,9.0,4.0,3253.0,72.3,7.0
774303,Current,37000.0,9.21,0.0,670.0,674.0,1.0,44.0,9.0,10365.0,44.7,11.0
292178,Fully Paid,35000.0,22.11,0.0,790.0,794.0,0.0,,7.0,1419.0,3.3,8.0
408674,Fully Paid,41600.0,8.71,0.0,675.0,679.0,0.0,,5.0,15085.0,91.4,6.0
897325,Current,168000.0,28.99,0.0,670.0,674.0,1.0,,21.0,41957.0,64.0,68.0
995803,Current,60000.0,18.69,0.0,720.0,724.0,0.0,30.0,8.0,5609.0,19.7,13.0
915878,Current,32000.0,25.69,0.0,680.0,684.0,0.0,,10.0,12848.0,48.1,11.0
1035268,Charged Off,40000.0,11.49,2.0,660.0,664.0,0.0,20.0,4.0,2597.0,96.2,18.0
252104,Fully Paid,50000.0,21.82,0.0,710.0,714.0,3.0,,7.0,2271.0,36.6,18.0
989470,Current,107500.0,10.0,0.0,665.0,669.0,0.0,27.0,11.0,23695.0,72.7,17.0
813107,Current,130000.0,11.44,0.0,730.0,734.0,0.0,66.0,6.0,14504.0,67.8,19.0
151871,Fully Paid,30000.0,32.56,0.0,695.0,699.0,0.0,,9.0,13363.0,79.5,14.0
828701,Current,62000.0,2.71,0.0,705.0,709.0,2.0,48.0,12.0,4912.0,24.7,16.0
783317,Current,115000.0,20.68,0.0,675.0,679.0,0.0,30.0,11.0,17029.0,75.7,30.0
92255,Fully Paid,54000.0,12.93,0.0,710.0,714.0,0.0,,9.0,10607.0,62.4,21.0
195415,Fully Paid,66000.0,30.65,1.0,680.0,684.0,0.0,23.0,9.0,31382.0,100.6,30.0
571212,Fully Paid,47000.0,25.74,0.0,665.0,669.0,0.0,,15.0,5311.0,34.3,36.0
142022,Current,90000.0,15.15,1.0,690.0,694.0,0.0,11.0,17.0,24324.0,35.0,30.0
563270,Current,77000.0,12.28,0.0,715.0,719.0,0.0,,14.0,15480.0,43.2,33.0
559626,Fully Paid,65000.0,21.21,1.0,695.0,699.0,1.0,13.0,8.0,4408.0,49.5,27.0
899606,Current,160000.0,3.15,0.0,745.0,749.0,0.0,,10.0,14990.0,54.5,12.0
1017200,Fully Paid,160000.0,15.84,1.0,660.0,664.0,1.0,18.0,20.0,5351.0,21.8,45.0
582887,Fully Paid,103000.0,16.94,0.0,675.0,679.0,0.0,,11.0,24392.0,72.6,16.0
853841,Current,91000.0,7.44,0.0,735.0,739.0,0.0,41.0,5.0,7379.0,77.7,29.0
464430,Current,70000.0,23.23,0.0,685.0,689.0,3.0,,30.0,6910.0,19.2,44.0
191029,Fully Paid,105000.0,14.5,0.0,715.0,719.0,0.0,,24.0,44094.0,45.9,32.0
151177,Fully Paid,70000.0,0.48,0.0,705.0,709.0,1.0,61.0,7.0,2862.0,17.6,14.0
957249,Current,50000.0,16.25,0.0,690.0,694.0,0.0,27.0,12.0,19008.0,32.5,26.0
824569,Current,65000.0,16.25,1.0,665.0,669.0,0.0,5.0,14.0,21817.0,43.0,16.0
996244,Current,128082.0,26.77,0.0,730.0,734.0,1.0,74.0,18.0,24429.0,48.8,42.0
528254,Current,45000.0,14.24,0.0,665.0,669.0,0.0,33.0,9.0,4995.0,50.0,13.0
173428,Fully Paid,43200.0,7.67,0.0,675.0,679.0,0.0,81.0,3.0,9729.0,71.0,5.0
815444,Current,85000.0,30.28,0.0,770.0,774.0,0.0,,11.0,14816.0,30.1,19.0
507505,Current,102000.0,20.04,0.0,775.0,779.0,0.0,,16.0,24464.0,27.3,25.0
405256,Charged Off,64000.0,32.04,0.0,715.0,719.0,0.0,,23.0,44510.0,68.1,36.0
858229,Current,72000.0,13.67,1.0,660.0,664.0,0.0,21.0,6.0,10275.0,96.0,9.0
247202,Fully Paid,42000.0,23.26,0.0,675.0,679.0,0.0,,13.0,13545.0,49.3,15.0
229627,Fully Paid,49000.0,12.0,0.0,715.0,719.0,1.0,,12.0,8578.0,25.2,21.0
615549,Current,88400.0,27.69,0.0,730.0,734.0,0.0,51.0,14.0,21016.0,37.7,22.0
224196,Charged Off,69000.0,18.47,0.0,685.0,689.0,3.0,,10.0,6604.0,40.8,17.0
455276,Current,48000.0,22.04,0.0,720.0,724.0,0.0,,10.0,12670.0,35.0,13.0
958851,Fully Paid,95000.0,30.66,0.0,660.0,664.0,0.0,,10.0,18682.0,93.9,15.0
606494,Late (31-120 days),65000.0,3.16,0.0,710.0,714.0,0.0,71.0,8.0,3835.0,19.0,21.0
200126,Fully Paid,40800.0,35.09,0.0,685.0,689.0,0.0,,17.0,8904.0,42.0,34.0
129262,Charged Off,256000.0,11.59,0.0,685.0,689.0,0.0,,17.0,64180.0,81.6,50.0
592278,In Grace Period,96000.0,26.21,0.0,665.0,669.0,1.0,,20.0,29129.0,67.6,42.0
122357,Current,218000.0,11.12,0.0,690.0,694.0,0.0,,12.0,40706.0,95.3,19.0
506008,Current,68000.0,11.32,0.0,710.0,714.0,0.0,,11.0,4346.0,16.6,19.0
155613,Fully Paid,60000.0,22.56,0.0,675.0,679.0,3.0,,13.0,18531.0,51.8,16.0
1041927,Fully Paid,42300.0,30.22,0.0,680.0,684.0,0.0,,14.0,22789.0,91.5,36.0
1038438,Fully Paid,60000.0,7.49,0.0,680.0,684.0,0.0,50.0,20.0,11222.0,24.0,36.0
5174,Charged Off,28000.0,19.59,0.0,680.0,684.0,2.0,,7.0,4040.0,33.4,8.0
834573,Current,77250.0,16.87,0.0,710.0,714.0,1.0,,11.0,41713.0,71.1,24.0
302700,Fully Paid,80000.0,13.51,0.0,720.0,724.0,0.0,,6.0,1236.0,42.6,10.0
175136,Fully Paid,135000.0,36.2,0.0,705.0,709.0,0.0,,23.0,74421.0,67.2,62.0
148958,Fully Paid,100000.0,6.96,0.0,690.0,694.0,0.0,53.0,7.0,6655.0,76.5,16.0
989418,Current,21516.0,19.74,0.0,720.0,724.0,0.0,,9.0,8373.0,67.5,12.0
961770,Charged Off,27000.0,19.29,0.0,695.0,699.0,1.0,,7.0,4042.0,43.0,14.0
132411,Charged Off,55000.0,26.21,0.0,695.0,699.0,1.0,,13.0,27162.0,76.1,32.0
782211,Current,102000.0,28.93,0.0,720.0,724.0,2.0,,18.0,26725.0,53.9,23.0
449144,Current,24000.0,26.6,1.0,665.0,669.0,0.0,12.0,10.0,4487.0,35.1,10.0
297423,Fully Paid,63720.0,17.91,2.0,670.0,674.0,5.0,18.0,7.0,30994.0,100.3,25.0
455351,Current,130000.0,14.69,0.0,680.0,684.0,0.0,47.0,11.0,37352.0,79.8,33.0
683406,Fully Paid,60000.0,20.46,0.0,675.0,679.0,1.0,,12.0,19950.0,70.7,19.0
438939,Fully Paid,130000.0,7.9,0.0,710.0,714.0,0.0,,8.0,30133.0,57.8,20.0
136987,Fully Paid,37500.0,26.56,0.0,690.0,694.0,0.0,,9.0,18373.0,64.2,17.0
632018,Current,80000.0,18.14,0.0,675.0,679.0,0.0,34.0,23.0,13307.0,43.9,36.0
347265,Fully Paid,80000.0,8.43,0.0,705.0,709.0,1.0,65.0,17.0,6800.0,15.6,28.0
59222,Fully Paid,32000.0,27.64,0.0,700.0,704.0,0.0,,10.0,17901.0,85.2,14.0
900355,Current,85000.0,6.95,0.0,670.0,674.0,1.0,56.0,14.0,1308.0,5.4,24.0
718341,Current,175000.0,11.14,0.0,765.0,769.0,0.0,,12.0,88582.0,36.4,26.0
238233,Fully Paid,30000.0,33.32,0.0,705.0,709.0,0.0,,5.0,8104.0,84.4,7.0
125654,Fully Paid,44500.0,20.93,0.0,715.0,719.0,1.0,,15.0,6454.0,23.3,23.0
878571,Current,50000.0,25.95,0.0,665.0,669.0,0.0,69.0,6.0,9437.0,76.1,10.0
907448,Fully Paid,52000.0,26.4,2.0,670.0,674.0,0.0,3.0,8.0,1336.0,29.7,26.0
174898,Fully Paid,55000.0,29.04,1.0,660.0,664.0,0.0,21.0,11.0,8840.0,42.1,32.0
398345,Fully Paid,92000.0,18.25,1.0,660.0,664.0,3.0,19.0,14.0,15666.0,58.7,44.0
976165,Current,100000.0,19.33,0.0,705.0,709.0,1.0,,21.0,33229.0,56.0,34.0
71387,Fully Paid,90000.0,28.21,2.0,725.0,729.0,0.0,15.0,21.0,7020.0,24.6,37.0
618978,Current,57709.0,28.99,1.0,670.0,674.0,0.0,8.0,8.0,1357.0,20.9,16.0
14521,Fully Paid,45000.0,28.27,0.0,755.0,759.0,0.0,,9.0,11431.0,40.0,31.0
497772,Current,79000.0,8.57,0.0,745.0,749.0,0.0,,4.0,12360.0,42.6,12.0
554994,Fully Paid,27000.0,30.71,1.0,670.0,674.0,0.0,11.0,9.0,7806.0,29.7,12.0
489584,Current,100000.0,6.23,0.0,705.0,709.0,0.0,,6.0,3851.0,66.4,13.0
154686,Fully Paid,24000.0,32.15,0.0,675.0,679.0,0.0,71.0,7.0,894.0,24.2,10.0
1002997,Fully Paid,147700.0,12.59,0.0,705.0,709.0,1.0,24.0,13.0,2661.0,9.2,31.0
441024,Fully Paid,132000.0,15.71,4.0,670.0,674.0,0.0,22.0,19.0,19477.0,80.5,39.0
679023,Fully Paid,36000.0,20.02,0.0,725.0,729.0,1.0,,7.0,7985.0,27.8,7.0
359527,Fully Paid,51000.0,27.25,3.0,685.0,689.0,0.0,6.0,14.0,5754.0,48.4,33.0
646200,Current,48000.0,15.1,0.0,785.0,789.0,1.0,,7.0,1820.0,6.3,17.0
578671,Current,65000.0,2.66,1.0,695.0,699.0,0.0,18.0,4.0,6174.0,74.4,17.0
964029,Current,39000.0,17.2,0.0,690.0,694.0,0.0,,4.0,5975.0,79.7,6.0
213796,Fully Paid,116000.0,22.92,0.0,665.0,669.0,0.0,,19.0,25476.0,92.0,35.0
129764,Fully Paid,43000.0,35.05,0.0,690.0,694.0,0.0,28.0,13.0,17456.0,63.9,25.0
25668,Fully Paid,119000.0,28.24,0.0,685.0,689.0,0.0,,11.0,92368.0,84.9,25.0
900119,Fully Paid,103000.0,20.32,0.0,695.0,699.0,1.0,,19.0,28790.0,36.8,75.0
511376,Current,34000.0,24.04,0.0,665.0,669.0,0.0,,22.0,10359.0,43.9,24.0
740182,Fully Paid,61000.0,15.52,2.0,695.0,699.0,0.0,2.0,10.0,6067.0,24.3,19.0
46666,Charged Off,32000.0,34.06,1.0,660.0,664.0,3.0,20.0,14.0,7109.0,55.5,50.0
908175,Current,50000.0,18.46,0.0,670.0,674.0,2.0,28.0,8.0,5383.0,61.9,19.0
473625,Current,49500.0,29.72,0.0,770.0,774.0,1.0,,9.0,13053.0,20.1,22.0
223475,Fully Paid,65000.0,31.98,0.0,695.0,699.0,0.0,61.0,15.0,10928.0,64.7,34.0
661765,Fully Paid,64000.0,18.64,0.0,705.0,709.0,0.0,,11.0,11984.0,40.2,28.0
678563,Fully Paid,55200.0,14.59,0.0,690.0,694.0,0.0,,5.0,6714.0,46.3,11.0
667386,Current,72500.0,12.66,0.0,685.0,689.0,0.0,31.0,10.0,11406.0,58.8,21.0
881831,Current,70000.0,29.68,0.0,705.0,709.0,0.0,,12.0,27793.0,61.9,16.0
706153,Current,57291.0,11.52,0.0,675.0,679.0,0.0,73.0,8.0,419.0,8.2,15.0
472177,Current,140000.0,19.15,0.0,705.0,709.0,1.0,27.0,12.0,8353.0,33.8,47.0
644729,Fully Paid,60000.0,14.68,0.0,685.0,689.0,1.0,,9.0,16396.0,71.6,23.0
438144,Current,30000.0,17.5,0.0,745.0,749.0,0.0,,9.0,2399.0,5.5,11.0
580950,Current,95000.0,24.15,1.0,710.0,714.0,0.0,21.0,20.0,8217.0,15.8,31.0
141251,Charged Off,109000.0,6.03,0.0,665.0,669.0,2.0,47.0,9.0,42957.0,72.8,23.0
